user_id,registered_dttm,male_flag,moscow_flag,age,first_name,last_name,middle_name
70622,2023-06-02 23:41:31,0,0,32,Tatiana,Kozlov,89856565891
94074,2023-06-03 01:04:49,0,0,29,Maria,Solovyov,89857112433
25568,2023-06-03 02:38:00,1,0,27,Alexander,Mikhailov,89857129954
12529,2023-06-03 03:11:05,0,1,35,Svetlana,Bogdanov,89859136150
11996,2023-06-03 08:22:27,1,0,29,Mikhail,Titov,89854570809
60071,2023-06-03 10:47:15,1,0,22,Dmitry,Lebedev,89850803698
72642,2023-06-03 12:58:46,0,0,32,Anna,Zakharchenko,89858951713
35569,2023-06-03 13:02:06,0,0,30,Anna,Novikov,89852106912
32194,2023-06-03 13:05:20,0,0,29,Svetlana,Solovyov,89855093076
91260,2023-06-03 13:15:47,0,0,27,Natalia,Vasilyev,89858077320
68886,2023-06-03 13:17:06,1,1,21,Dmitry,Andreev,89855939057
67754,2023-06-03 13:42:03,0,0,29,Anna,Popov,89856466485
67661,2023-06-03 15:41:23,1,1,36,Dmitry,Sorokin,89855112514
90965,2023-06-03 15:55:40,1,0,24,Alexander,Mikhailov,89852645433
5740,2023-06-03 17:01:39,1,0,25,Dmitry,Petrov,89857413570
17844,2023-06-03 18:50:49,1,0,28,Andrey,Ponomarev,89850923151
73515,2023-06-03 21:47:26,1,1,25,Alexander,Morozov,89852219343
23683,2023-06-04 00:44:44,1,0,27,Kirill,Golubev,89857345984
20045,2023-06-04 02:44:29,1,1,26,Alexey,Vorobyov,89858579644
52703,2023-06-04 03:35:17,1,0,41,Sergey,Andreev,89850494652
95231,2023-06-04 03:58:36,1,0,28,Andrey,Ivanov,89856573847
38895,2023-06-04 08:34:35,1,1,31,Ilya,Tarasov,89858177309
84003,2023-06-04 09:35:05,1,1,32,Alexey,Popov,89855404234
71997,2023-06-04 11:59:01,1,1,30,Andrey,Vorobyov,89856891721
56569,2023-06-04 12:21:04,0,0,24,Anna,Sokolov,89857697394
51437,2023-06-04 13:32:09,0,0,35,Ekaterina,Tarasov,89851299970
2373,2023-06-04 15:49:41,1,0,25,Maxim,Morozov,89857453422
93189,2023-06-04 16:57:39,1,0,35,Sergey,Grigoryev,89852562869
10208,2023-06-04 17:22:39,0,0,42,Elena,Popov,89859059249
97515,2023-06-04 19:15:04,0,1,23,Anna,Vasilyev,89858590947
8824,2023-06-04 20:22:08,1,0,25,Artem,Vasilyev,89852632438
38542,2023-06-04 20:39:16,1,0,29,Ilya,Kovalev,89855378826
11812,2023-06-04 21:15:30,1,0,31,Maxim,Lebedev,89854268260
93626,2023-06-04 22:46:01,1,0,28,Kirill,Zaytsev,89857633655
44843,2023-06-05 01:53:05,0,1,31,Natalia,Zakharchenko,89857594109
4482,2023-06-05 02:38:13,0,0,31,Elena,Ivanov,89853492249
75061,2023-06-05 02:40:27,1,1,26,Alexander,Vorobyov,89858710442
77116,2023-06-05 08:39:14,0,0,30,Svetlana,Kiselev,89852296748
91405,2023-06-05 10:05:40,1,0,28,Maxim,Volkov,89855141589
48420,2023-06-05 10:27:12,0,0,31,Svetlana,Baranov,89858750024
42971,2023-06-05 12:44:31,0,0,42,Elena,Smirnov,89855969057
77884,2023-06-05 12:57:10,1,1,41,Dmitry,Popov,89852308838
81672,2023-06-05 13:02:06,0,0,25,Olga,Vasilyev,89854931494
29919,2023-06-05 13:44:57,1,0,25,Kirill,Petrov,89851439697
48399,2023-06-05 15:18:54,0,1,37,Irina,Ivanov,89857669705
17257,2023-06-05 15:19:44,1,0,23,Alexey,Andreev,89852872510
96586,2023-06-05 15:49:47,1,1,26,Kirill,Andreev,89859178173
55198,2023-06-05 15:54:30,1,1,33,Alexander,Mikhailov,89851288826
62560,2023-06-05 16:52:31,1,1,34,Andrey,Volkov,89854132880
59993,2023-06-05 17:06:51,1,0,33,Alexey,Ivanov,89856275417
14869,2023-06-05 18:57:03,1,0,37,Maxim,Bogdanov,89852207945
59492,2023-06-05 22:23:03,1,0,24,Alexander,Zaytsev,89853527641
36685,2023-06-05 22:35:30,1,0,27,Andrey,Popov,89859039966
26109,2023-06-06 00:30:49,0,0,31,Natalia,Vorobyov,89852995412
60921,2023-06-06 01:34:32,1,0,31,Dmitry,Belov,89850171599
16418,2023-06-06 02:19:48,0,0,31,Yulia,Novikov,89857015934
67777,2023-06-06 08:42:06,0,1,18,Natalia,Ilyin,89852123968
11001,2023-06-06 10:39:58,1,1,27,Sergey,Volkov,89858525145
89345,2023-06-06 11:45:32,1,1,23,Alexey,Kuznetsov,89850540522
60166,2023-06-06 13:39:03,0,1,23,Anna,Andreev,89851920371
79791,2023-06-06 14:26:43,1,0,22,Dmitry,Vorobyov,89853382159
20422,2023-06-06 16:19:31,1,0,32,Mikhail,Kudryavtsev,89850338574
30932,2023-06-06 17:47:37,1,1,28,Kirill,Ponomarev,89853636739
15275,2023-06-06 18:13:19,1,0,38,Artem,Gusev,89855730940
17068,2023-06-06 18:27:39,0,0,23,Yulia,Morozov,89854750054
29831,2023-06-06 20:04:46,1,1,24,Sergey,Baranov,89855676191
3973,2023-06-07 13:58:05,1,0,37,Alexander,Mikhailov,89851207883
3815,2023-06-07 14:09:18,1,0,18,Andrey,Gusev,89850701337
56616,2023-06-07 16:15:15,1,0,27,Alexey,Smirnov,89852830611
15963,2023-06-07 17:34:53,1,0,33,Maxim,Sorokin,89854044871
12453,2023-06-07 18:16:42,1,1,31,Alexander,Pavlov,89854441205
33038,2023-06-07 18:30:52,0,1,23,Olga,Novikov,89858195288
68984,2023-06-07 18:57:08,1,1,25,Kirill,Zaytsev,89853477567
3328,2023-06-07 20:07:56,0,1,25,Ekaterina,Sokolov,89855697206
57275,2023-06-07 21:18:59,0,1,22,Anna,Belyaev,89852411897
46074,2023-06-07 21:39:53,1,1,30,Maxim,Semyonov,89859559623
15650,2023-06-07 22:27:38,1,1,37,Andrey,Belyaev,89852138715
26105,2023-06-08 00:10:18,0,1,36,Elena,Andreev,89857814282
54414,2023-06-08 04:48:32,1,1,26,Alexander,Vorobyov,89854804144
77646,2023-06-08 10:08:00,1,0,31,Dmitry,Lebedev,89854243160
34131,2023-06-08 10:12:04,0,1,32,Olga,Novikov,89857006029
27400,2023-06-08 11:00:19,1,1,31,Alexey,Golubev,89856737092
69966,2023-06-08 12:02:17,1,0,26,Alexander,Andreev,89852833541
52769,2023-06-08 12:24:41,1,1,34,Andrey,Zaytsev,89854308904
7573,2023-06-08 13:47:43,1,1,22,Sergey,Smirnov,89853208475
51889,2023-06-08 15:24:18,1,1,33,Ilya,Gerasimov,89856657054
18952,2023-06-08 16:12:32,0,0,32,Natalia,Volkov,89857953465
47176,2023-06-08 18:45:29,1,1,37,Kirill,Vasilyev,89859795977
65412,2023-06-08 19:04:11,1,1,18,Mikhail,Vinogradov,89851352792
39889,2023-06-08 20:02:59,0,0,29,Elena,Belyaev,89856387881
97176,2023-06-08 22:00:41,0,1,22,Natalia,Bogdanov,89858695653
35640,2023-06-08 22:02:18,0,0,31,Yulia,Sokolov,89851548330
12038,2023-06-08 23:37:11,0,0,31,Anna,Belyaev,89855782481
51809,2023-06-08 23:45:52,0,0,41,Olga,Andreev,89858343190
29784,2023-06-09 00:00:27,1,0,37,Alexander,Petrov,89853648267
616,2023-06-09 00:59:27,1,0,34,Alexander,Stepanov,89858685038
35049,2023-06-09 01:49:53,1,0,37,Ilya,Ivanov,89859642413
38944,2023-06-09 04:00:13,0,1,39,Natalia,Smirnov,89856941635
96006,2023-06-09 04:15:15,1,0,48,Artem,Sorokin,89858071064
88104,2023-06-09 09:16:42,1,1,37,Maxim,Kudryavtsev,89855813890
59152,2023-06-09 11:24:05,0,0,32,Elena,Smirnov,89851734547
89948,2023-06-09 12:20:23,1,1,31,Alexey,Yakovlev,89854199099
80956,2023-06-09 17:31:08,0,0,37,Yulia,Novikov,89858352022
92802,2023-06-09 17:35:42,1,0,41,Sergey,Tarasov,89853375327
16655,2023-06-09 18:38:33,1,1,33,Andrey,Ilyin,89857234233
54230,2023-06-09 20:54:49,0,1,24,Elena,Sokolov,89855292596
15229,2023-06-09 21:09:47,1,0,32,Kirill,Vasilyev,89858270687
32375,2023-06-09 22:23:42,0,0,29,Natalia,Fedorov,89858418883
32648,2023-06-09 23:47:14,0,1,22,Irina,Vinogradov,89859429045
73439,2023-06-10 00:15:13,1,0,35,Alexander,Popov,89852314919
30239,2023-06-10 03:15:02,1,1,33,Artem,Mikhailov,89855713880
19260,2023-06-10 03:58:41,0,0,29,Ekaterina,Vorobyov,89859561726
209,2023-06-10 05:23:08,0,1,32,Svetlana,Petrov,89851258167
29613,2023-06-10 08:22:51,1,0,30,Sergey,Kozlov,89857186613
68141,2023-06-10 12:03:35,1,1,34,Sergey,Stepanov,89854870665
69904,2023-06-10 12:14:45,1,0,35,Ilya,Smirnov,89850689917
42778,2023-06-10 12:18:48,1,0,33,Maxim,Solovyov,89859805986
8336,2023-06-10 15:32:35,1,0,25,Andrey,Popov,89855852057
38241,2023-06-10 16:57:56,0,0,24,Irina,Semyonov,89857154709
54347,2023-06-10 18:33:33,1,0,27,Sergey,Vinogradov,89852100648
13738,2023-06-10 18:43:00,1,0,33,Alexander,Komarov,89850301830
89532,2023-06-10 19:06:50,1,0,32,Maxim,Sorokin,89850233808
54481,2023-06-10 20:40:39,1,0,31,Alexey,Popov,89851618196
92979,2023-06-10 20:47:12,0,0,32,Maria,Golubev,89857250098
17355,2023-06-10 22:57:56,1,1,27,Alexey,Komarov,89858594256
28061,2023-06-11 02:27:44,1,0,32,Maxim,Ilyin,89853514565
51484,2023-06-11 02:34:18,1,0,30,Alexander,Alekseev,89856316413
90100,2023-06-11 03:43:58,1,0,27,Alexey,Sokolov,89859403465
557,2023-06-11 07:22:34,0,1,27,Ekaterina,Semyonov,89858249312
96450,2023-06-11 08:24:08,0,1,38,Natalia,Ilyin,89856668446
77878,2023-06-11 08:55:11,0,1,37,Elena,Kozlov,89856883641
72971,2023-06-11 10:52:29,1,1,25,Artem,Kulakov,89859634507
9287,2023-06-11 11:21:12,0,0,24,Maria,Kudryavtsev,89853557728
46604,2023-06-11 13:28:58,0,1,26,Yulia,Belyaev,89851500600
74199,2023-06-11 14:43:38,1,0,30,Ilya,Ivanov,89855717784
27770,2023-06-11 16:58:12,1,1,26,Sergey,Vinogradov,89859730081
89935,2023-06-11 17:28:42,0,0,34,Tatiana,Petrov,89854419235
76892,2023-06-11 18:27:24,0,0,28,Yulia,Fedorov,89859891893
53945,2023-06-11 22:49:15,1,0,25,Artem,Vorobyov,89858378039
14295,2023-06-11 23:25:31,0,0,37,Natalia,Belyaev,89854744375
13311,2023-06-12 01:44:59,0,0,37,Yulia,Alekseev,89859206402
19109,2023-06-12 03:53:36,0,0,27,Natalia,Vorobyov,89855209885
2433,2023-06-12 08:43:45,1,0,29,Maxim,Borisov,89856181513
42402,2023-06-12 09:35:50,1,0,18,Dmitry,Kuznetsov,89851459106
66496,2023-06-12 10:02:35,1,0,19,Dmitry,Gerasimov,89856177690
38880,2023-06-12 14:25:40,0,1,18,Svetlana,Zaytsev,89851882535
94627,2023-06-12 15:25:30,1,1,27,Sergey,Orlov,89853332004
29017,2023-06-12 15:37:15,0,0,22,Maria,Lebedev,89856405843
26794,2023-06-12 17:59:14,0,1,29,Anna,Romanov,89855496757
19420,2023-06-12 18:50:00,1,0,31,Sergey,Kuznetsov,89859378291
34354,2023-06-12 19:49:27,1,1,32,Alexey,Lebedev,89858709161
35804,2023-06-13 01:47:58,0,1,34,Maria,Vorobyov,89854832876
98679,2023-06-13 02:55:11,1,0,24,Alexander,Vinogradov,89852517168
25949,2023-06-13 03:04:04,0,1,23,Anna,Smirnov,89851200487
91510,2023-06-13 08:20:40,1,0,31,Alexey,Belyaev,89853362757
11419,2023-06-13 12:56:58,0,1,31,Irina,Baranov,89857815375
66017,2023-06-13 13:58:28,1,1,29,Kirill,Makarov,89850507968
61629,2023-06-13 14:21:11,1,1,35,Kirill,Popov,89857233326
81243,2023-06-13 15:51:27,1,0,30,Andrey,Romanov,89855732473
81231,2023-06-13 18:16:17,1,0,41,Dmitry,Korolev,89850515039
57397,2023-06-13 21:18:44,1,0,24,Dmitry,Zakharchenko,89855195715
18120,2023-06-13 23:48:32,1,0,24,Sergey,Novikov,89853569418
47767,2023-06-14 00:11:20,0,1,21,Natalia,Solovyov,89851222737
7045,2023-06-14 00:48:51,0,1,26,Yulia,Kozlov,89850119118
11489,2023-06-14 01:10:41,0,0,38,Elena,Solovyov,89854032407
73091,2023-06-14 04:13:07,0,1,23,Anna,Makarov,89857899907
71662,2023-06-14 06:25:44,0,1,31,Natalia,Vasilyev,89857944310
46802,2023-06-14 09:06:50,1,0,29,Alexander,Kudryavtsev,89859694222
78175,2023-06-14 09:12:47,1,1,32,Kirill,Volkov,89854774366
14838,2023-06-14 10:23:32,0,1,36,Irina,Ivanov,89850019672
73787,2023-06-14 11:17:17,1,1,27,Maxim,Titov,89855845761
918,2023-06-14 12:08:59,1,0,28,Sergey,Golubev,89855960550
15401,2023-06-14 15:37:29,1,0,24,Maxim,Belov,89856043774
3408,2023-06-14 16:56:47,1,0,33,Alexander,Kuznetsov,89852693684
64558,2023-06-14 17:33:30,0,0,26,Anna,Morozov,89859315449
82674,2023-06-14 17:57:02,0,0,31,Natalia,Belov,89853826550
41926,2023-06-14 19:26:29,1,0,33,Sergey,Lebedev,89850419505
37165,2023-06-14 19:38:43,1,1,26,Dmitry,Belov,89858841362
87877,2023-06-14 21:54:13,1,0,40,Alexey,Semyonov,89852462528
87145,2023-06-14 23:02:31,1,0,27,Sergey,Zaytsev,89850556189
13721,2023-06-14 23:49:46,1,0,37,Andrey,Vinogradov,89856295305
28447,2023-06-15 01:40:25,1,0,25,Artem,Petrov,89854592238
6558,2023-06-15 02:24:34,0,0,28,Ekaterina,Kiselev,89851583819
22346,2023-06-15 04:01:27,0,0,18,Yulia,Popov,89859965742
36913,2023-06-15 08:03:35,0,0,27,Olga,Sokolov,89850356088
34382,2023-06-15 09:28:09,0,0,37,Tatiana,Kulakov,89859878947
5755,2023-06-15 09:37:05,1,1,42,Mikhail,Lebedev,89853592128
75798,2023-06-15 10:19:02,0,1,32,Anna,Kudryavtsev,89859104399
87529,2023-06-15 13:20:52,0,1,19,Maria,Baranov,89850426793
64230,2023-06-15 13:23:32,0,1,35,Elena,Volkov,89851948233
38036,2023-06-15 14:05:26,1,0,32,Kirill,Fedorov,89855876727
33873,2023-06-15 16:21:49,0,0,31,Anna,Ilyin,89859244243
10916,2023-06-15 20:45:18,0,0,28,Svetlana,Yakovlev,89859446427
66236,2023-06-16 02:45:01,1,0,33,Dmitry,Titov,89857291091
27982,2023-06-16 06:57:08,1,0,23,Maxim,Bogdanov,89850179894
70263,2023-06-16 09:54:51,1,0,28,Ilya,Zaytsev,89853701232
12603,2023-06-16 10:32:04,0,0,27,Elena,Kovalev,89858487975
2121,2023-06-16 10:36:28,1,0,36,Alexey,Andreev,89853901091
47798,2023-06-16 12:27:30,1,0,26,Alexey,Kiselev,89855551480
65180,2023-06-16 12:57:58,0,1,39,Svetlana,Golubev,89857544929
70115,2023-06-16 14:41:40,0,0,30,Ekaterina,Borisov,89856848919
60167,2023-06-16 20:33:54,0,0,25,Olga,Vinogradov,89859173729
57596,2023-06-16 20:44:22,1,0,27,Alexey,Smirnov,89859899077
67933,2023-06-16 20:47:44,0,1,29,Maria,Kuznetsov,89856019285
5763,2023-06-16 21:22:56,0,1,30,Tatiana,Vasilyev,89856726135
21203,2023-06-16 22:00:14,1,0,28,Mikhail,Baranov,89856229983
92533,2023-06-16 23:16:36,1,0,35,Dmitry,Gusev,89857026967
45426,2023-06-17 01:46:21,0,1,30,Irina,Kozlov,89853374663
14547,2023-06-17 05:02:08,1,0,31,Artem,Komarov,89850264230
20623,2023-06-17 06:04:26,1,0,24,Dmitry,Lebedev,89852622911
19947,2023-06-17 06:37:33,0,0,32,Anna,Vinogradov,89850774309
37924,2023-06-17 07:19:09,1,1,28,Alexander,Bogdanov,89859506463
71139,2023-06-17 08:21:25,0,0,30,Irina,Kozlov,89853258356
46478,2023-06-17 10:14:29,0,1,34,Anna,Pavlov,89855574586
76807,2023-06-17 13:06:04,0,0,39,Ekaterina,Komarov,89859191778
44268,2023-06-17 13:09:12,1,0,39,Ilya,Lebedev,89852672551
31182,2023-06-17 15:50:45,0,1,29,Maria,Mikhailov,89854274603
73304,2023-06-17 19:00:06,1,0,32,Maxim,Morozov,89855962974
82364,2023-06-17 19:13:13,1,0,33,Kirill,Popov,89852619376
31422,2023-06-17 20:26:54,1,1,21,Maxim,Lebedev,89853672398
85144,2023-06-17 21:52:03,0,0,30,Olga,Popov,89856805941
31430,2023-06-17 21:56:45,1,1,42,Dmitry,Lebedev,89855023998
18283,2023-06-17 23:44:22,0,0,25,Tatiana,Kovalev,89853381235
63918,2023-06-18 01:19:28,1,1,34,Ilya,Smirnov,89857180216
18870,2023-06-18 01:21:01,1,0,34,Alexander,Semyonov,89852504365
72134,2023-06-18 03:55:41,0,0,36,Irina,Vorobyov,89851048612
89958,2023-06-18 04:25:51,1,1,36,Alexey,Belyaev,89857109422
77716,2023-06-18 07:14:32,1,0,18,Maxim,Lebedev,89857307904
38277,2023-06-18 10:19:29,0,1,24,Maria,Zaytsev,89857681391
92332,2023-06-18 10:56:59,1,0,32,Maxim,Belyaev,89850361844
97682,2023-06-18 11:12:04,1,1,36,Sergey,Kozlov,89855820537
16560,2023-06-18 12:16:55,1,1,27,Artem,Kozlov,89852742056
58694,2023-06-18 13:32:45,1,0,31,Maxim,Sokolov,89854713782
26690,2023-06-18 14:01:35,0,0,25,Tatiana,Kozlov,89859421984
10007,2023-06-18 14:37:16,0,1,25,Irina,Solovyov,89855864250
48788,2023-06-18 20:25:20,0,0,34,Anna,Grigoryev,89858593896
7349,2023-06-18 21:45:09,1,0,31,Alexey,Kuznetsov,89854821751
65141,2023-06-18 22:16:45,0,1,32,Anna,Smirnov,89857065933
37082,2023-06-18 22:38:31,0,0,27,Elena,Sokolov,89853700398
29081,2023-06-18 22:55:32,1,1,36,Maxim,Romanov,89857911840
89736,2023-06-19 01:52:57,0,1,26,Natalia,Vinogradov,89850702374
40516,2023-06-19 05:24:41,0,1,30,Svetlana,Lebedev,89858227640
35836,2023-06-19 09:49:07,0,0,33,Ekaterina,Sokolov,89856355696
85631,2023-06-19 10:35:18,0,1,35,Tatiana,Belyaev,89850968106
34978,2023-06-19 13:13:58,0,0,31,Anna,Pavlov,89854061800
543,2023-06-19 15:57:08,0,0,26,Olga,Grigoryev,89850771857
79794,2023-06-19 16:02:30,0,1,31,Irina,Pavlov,89858474821
67117,2023-06-19 19:49:18,1,0,30,Alexander,Ivanov,89858827004
35872,2023-06-19 20:21:00,0,0,38,Natalia,Vasilyev,89858260310
15029,2023-06-19 20:32:40,0,0,32,Anna,Zakharchenko,89855155526
26774,2023-06-19 21:12:10,1,0,22,Dmitry,Kuzmin,89856310295
11254,2023-06-19 22:00:19,0,0,25,Maria,Lebedev,89859211776
61378,2023-06-19 22:18:41,1,1,39,Maxim,Vinogradov,89854838825
84611,2023-06-19 23:39:30,0,1,25,Elena,Komarov,89853566085
48922,2023-06-20 01:44:42,1,0,30,Maxim,Smirnov,89854666464
90194,2023-06-20 02:20:35,0,0,31,Tatiana,Zakharchenko,89857051644
64936,2023-06-20 02:59:02,1,0,33,Ilya,Volkov,89858709707
83997,2023-06-20 03:00:13,1,1,35,Maxim,Kuznetsov,89855220591
33250,2023-06-20 03:43:49,0,1,34,Anna,Komarov,89859475459
87485,2023-06-20 06:56:53,0,0,25,Yulia,Komarov,89859756155
41155,2023-06-20 07:52:15,1,1,21,Dmitry,Petrov,89852019612
38641,2023-06-20 08:18:42,1,1,44,Maxim,Belyaev,89857936593
55663,2023-06-20 08:27:36,0,0,30,Anna,Zakharchenko,89851658568
61873,2023-06-20 10:20:10,0,1,33,Elena,Kuznetsov,89857689836
59508,2023-06-20 13:01:40,1,1,24,Andrey,Morozov,89856504373
9844,2023-06-20 13:36:23,1,0,37,Kirill,Belyaev,89854187982
99745,2023-06-20 15:38:03,0,0,39,Natalia,Kozlov,89858265579
84809,2023-06-20 16:40:15,1,0,24,Kirill,Kozlov,89856950395
37155,2023-06-20 19:27:18,0,0,29,Irina,Petrov,89851919109
31744,2023-06-20 20:30:57,0,1,26,Tatiana,Sergeev,89853635104
62938,2023-06-20 20:58:29,0,0,27,Maria,Borisov,89851487584
65508,2023-06-20 22:02:18,0,0,21,Tatiana,Kozlov,89856212953
8127,2023-06-20 22:57:37,0,0,21,Irina,Belov,89854816488
1056,2023-06-20 23:26:09,0,1,35,Ekaterina,Smirnov,89856477762
14822,2023-06-21 01:59:44,1,0,30,Kirill,Lebedev,89856289064
85472,2023-06-21 03:38:08,1,1,22,Alexander,Zakharchenko,89855220285
98350,2023-06-21 05:22:40,0,0,26,Elena,Lebedev,89852562578
99346,2023-06-21 09:28:12,1,0,29,Kirill,Tarasov,89851276447
20845,2023-06-21 10:09:06,1,0,41,Alexey,Sokolov,89852074076
27031,2023-06-21 10:25:34,0,0,32,Tatiana,Yakovlev,89857197102
88066,2023-06-21 12:52:09,0,1,27,Olga,Sokolov,89856731361
98266,2023-06-21 13:34:24,1,0,19,Dmitry,Alekseev,89857671880
46541,2023-06-21 15:33:17,1,1,30,Alexey,Kuznetsov,89856192873
56697,2023-06-21 16:40:22,1,0,30,Alexey,Andreev,89855897212
86052,2023-06-21 16:41:52,0,1,33,Natalia,Belov,89859919846
31101,2023-06-21 18:57:14,1,0,33,Maxim,Orlov,89859288997
74667,2023-06-21 19:57:57,1,0,36,Andrey,Belov,89859144369
46754,2023-06-21 20:05:05,1,1,37,Sergey,Romanov,89853152443
1477,2023-06-21 20:10:15,0,1,25,Maria,Ivanov,89859170350
24825,2023-06-21 20:29:13,1,1,32,Mikhail,Orlov,89852424993
61625,2023-06-22 02:21:47,1,0,35,Artem,Petrov,89853361469
8310,2023-06-22 04:53:19,0,1,36,Elena,Andreev,89853562182
5338,2023-06-22 05:17:14,1,0,23,Artem,Sokolov,89855046796
94902,2023-06-22 06:05:56,1,1,31,Maxim,Lebedev,89859377512
16552,2023-06-22 07:56:02,0,0,34,Natalia,Smirnov,89858919907
78289,2023-06-22 08:15:40,0,0,30,Yulia,Sokolov,89851644899
64235,2023-06-22 08:25:05,0,0,33,Olga,Zaytsev,89858570223
18392,2023-06-22 08:57:25,1,0,18,Dmitry,Novikov,89855466581
56693,2023-06-22 10:00:22,1,0,38,Alexander,Gerasimov,89852548348
61678,2023-06-22 10:30:42,0,0,25,Ekaterina,Zaytsev,89855512284
83485,2023-06-22 10:42:47,0,0,33,Irina,Semyonov,89857736747
58154,2023-06-22 12:39:18,1,1,31,Sergey,Kuznetsov,89859119504
36811,2023-06-22 13:10:49,1,0,33,Andrey,Lebedev,89854076158
5778,2023-06-22 14:34:25,0,0,32,Natalia,Belyaev,89853060368
54476,2023-06-22 19:36:15,1,1,33,Ilya,Tarasov,89853783617
92548,2023-06-22 19:43:11,1,0,23,Sergey,Smirnov,89850532362
63105,2023-06-22 20:04:26,1,1,25,Alexander,Golubev,89852208853
63211,2023-06-22 20:44:33,1,0,34,Ilya,Ilyin,89859699786
30384,2023-06-22 21:06:11,0,0,29,Yulia,Ilyin,89858588514
67448,2023-06-22 21:35:03,1,1,37,Andrey,Sokolov,89855724015
22056,2023-06-23 06:13:42,1,0,26,Alexey,Popov,89854756247
4729,2023-06-23 06:15:18,1,0,36,Andrey,Novikov,89854011611
58547,2023-06-23 06:43:07,1,0,53,Artem,Grigoryev,89851785887
10079,2023-06-23 11:23:33,1,0,36,Ilya,Ivanov,89850756313
65830,2023-06-23 11:30:31,0,0,36,Olga,Morozov,89852773122
67235,2023-06-23 12:57:48,1,0,33,Andrey,Stepanov,89855066575
68462,2023-06-23 17:42:23,1,0,23,Artem,Zaytsev,89850410217
39672,2023-06-23 18:48:30,1,0,34,Alexander,Ilyin,89859432697
